word,VERB,NOUN,PRON,ADJ,ADV,ADP,CONJ,DET,NUM,PRT,X,.
livid,0,0,0,1,0,0,0,0,0,0,0,0
hardy,0,0,0,2,0,0,0,0,0,0,0,0
indexes,0,2,0,0,0,0,0,0,0,0,0,0
mineralogical,0,0,0,1,0,0,0,0,0,0,0,0
Hawksworth,0,1,0,0,0,0,0,0,0,0,0,0
secondhand,0,1,0,0,0,0,0,0,0,0,0,0
educating,2,0,0,0,0,0,0,0,0,0,0,0
1.25-cm,0,2,0,0,0,0,0,0,0,0,0,0
ticked,1,0,0,0,0,0,0,0,0,0,0,0
idling,1,0,0,0,0,0,0,0,0,0,0,0
Pride-Venus,0,1,0,0,0,0,0,0,0,0,0,0
"59,780",0,0,0,0,0,0,0,0,1,0,0,0
Pm,0,1,0,0,0,0,0,0,0,0,0,0
20-degrees-C,0,1,0,0,0,0,0,0,0,0,0,0
1.25%,0,1,0,0,0,0,0,0,0,0,0,0
fine-grained,0,0,0,1,0,0,0,0,0,0,0,0
healthiest,0,0,0,1,0,0,0,0,0,0,0,0
turnery,0,1,0,0,0,0,0,0,0,0,0,0
crystallographers,0,1,0,0,0,0,0,0,0,0,0,0
volumetrically,0,0,0,0,1,0,0,0,0,0,0,0
hr,0,3,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,3,0,0,0
ova,0,1,0,0,0,0,0,0,0,0,0,0
eva,0,1,0,0,0,0,0,0,0,0,0,0
aya,0,1,0,0,0,0,0,0,0,0,0,0
clockwork,0,1,0,0,0,0,0,0,0,0,0,0
gusto,0,2,0,0,0,0,0,0,0,0,0,0
embellished,1,0,0,0,0,0,0,0,0,0,0,0
imagnation,0,1,0,0,0,0,0,0,0,0,0,0
19-12,0,0,0,0,0,0,0,0,1,0,0,0
Broncos,0,1,0,0,0,0,0,0,0,0,0,0
Midwood,0,1,0,0,0,0,0,0,0,0,0,0
landslide,0,2,0,0,0,0,0,0,0,0,0,0
Lizzy,0,2,0,0,0,0,0,0,0,0,0,0
greenware,0,1,0,0,0,0,0,0,0,0,0,0
repressive,0,0,0,2,0,0,0,0,0,0,0,0
wrongdoing,0,2,0,0,0,0,0,0,0,0,0,0
sinning,1,0,0,0,0,0,0,0,0,0,0,0
tormenting,1,0,0,0,0,0,0,0,0,0,0,0
self-sufficient,0,0,0,2,0,0,0,0,0,0,0,0
repentance,0,2,0,0,0,0,0,0,0,0,0,0
easygoing,0,0,0,1,0,0,0,0,0,0,0,0
five-a-week,0,0,0,1,0,0,0,0,0,0,0,0
bewilderedly,0,0,0,0,1,0,0,0,0,0,0,0
flecked,1,0,0,0,0,0,0,0,0,0,0,0
pine-knot,0,1,0,0,0,0,0,0,0,0,0,0
torches,0,2,0,0,0,0,0,0,0,0,0,0
M.A.,0,2,0,0,0,0,0,0,0,0,0,0
1632,0,0,0,0,0,0,0,0,3,0,0,0
B.D.,0,1,0,0,0,0,0,0,0,0,0,0
1639,0,0,0,0,0,0,0,0,1,0,0,0
pigskin,0,1,0,0,0,0,0,0,0,0,0,0
smokehouse,0,1,0,0,0,0,0,0,0,0,0,0
hams,0,1,0,0,0,0,0,0,0,0,0,0
smoke-stained,0,0,0,1,0,0,0,0,0,0,0,0
rafters,0,1,0,0,0,0,0,0,0,0,0,0
emissary,0,2,0,0,0,0,0,0,0,0,0,0
segregating,1,0,0,0,0,0,0,0,0,0,0,0
pronouncements,0,2,0,0,0,0,0,0,0,0,0,0
puzzles,0,3,0,0,0,0,0,0,0,0,0,0
BTU's,0,1,0,0,0,0,0,0,0,0,0,0
mending,3,0,0,0,0,0,0,0,0,0,0,0
glacier-like,0,0,0,1,0,0,0,0,0,0,0,0
immobility,0,3,0,0,0,0,0,0,0,0,0,0
tags,0,1,0,0,0,0,0,0,0,0,0,0
extracts,0,3,0,0,0,0,0,0,0,0,0,0
Apergillus,0,1,0,0,0,0,0,0,0,0,0,0
orzae,0,1,0,0,0,0,0,0,0,0,0,0
Niger,0,1,0,0,0,0,0,0,0,0,0,0
Flavus,0,1,0,0,0,0,0,0,0,0,0,0
cogently,0,0,0,0,1,0,0,0,0,0,0,0
Nonmagical,0,0,0,1,0,0,0,0,0,0,0,0
Sturbridge,0,1,0,0,0,0,0,0,0,0,0,0
completely-restored,0,0,0,1,0,0,0,0,0,0,0,0
Physiologically,0,0,0,0,1,0,0,0,0,0,0,0
overeat,1,0,0,0,0,0,0,0,0,0,0,0
dualism,0,1,0,0,0,0,0,0,0,0,0,0
voraciously,0,0,0,0,1,0,0,0,0,0,0,0
'low,1,0,0,0,0,0,0,0,0,0,0,0
nigras,0,1,0,0,0,0,0,0,0,0,0,0
familistical,0,0,0,1,0,0,0,0,0,0,0,0
Dalles,0,1,0,0,0,0,0,0,0,0,0,0
decertify,1,0,0,0,0,0,0,0,0,0,0,0
1565,0,0,0,0,0,0,0,0,1,0,0,0
Retail,0,0,0,1,0,0,0,0,0,0,0,0
Maturity,0,2,0,0,0,0,0,0,0,0,0,0
open-minded,0,0,0,1,0,0,0,0,0,0,0,0
Sleep,1,1,0,0,0,0,0,0,0,0,0,0
Philosophy,0,3,0,0,0,0,0,0,0,0,0,0
slothful,0,0,0,1,0,0,0,0,0,0,0,0
self-content,0,0,0,1,0,0,0,0,0,0,0,0
improvise,1,0,0,0,0,0,0,0,0,0,0,0
Exemption,0,1,0,0,0,0,0,0,0,0,0,0
Tenements,0,1,0,0,0,0,0,0,0,0,0,0
Siepi,0,1,0,0,0,0,0,0,0,0,0,0
non-color,0,1,0,0,0,0,0,0,0,0,0,0
Titche's,0,1,0,0,0,0,0,0,0,0,0,0
Klauber,0,2,0,0,0,0,0,0,0,0,0,0
thirds,0,2,0,0,0,0,0,0,0,0,0,0
Carpenter's,0,1,0,0,0,0,0,0,0,0,0,0
garter,0,1,0,0,0,0,0,0,0,0,0,0
Thamnophis,0,1,0,0,0,0,0,0,0,0,0,0
instructors,0,1,0,0,0,0,0,0,0,0,0,0
puckered,1,0,0,0,0,0,0,0,0,0,0,0
warehouses,0,4,0,0,0,0,0,0,0,0,0,0
longshoremen's,0,1,0,0,0,0,0,0,0,0,0,0
mineral-rich,0,0,0,1,0,0,0,0,0,0,0,0
Israelites,0,1,0,0,0,0,0,0,0,0,0,0
Nugent's,0,1,0,0,0,0,0,0,0,0,0,0
Osborne,0,1,0,0,0,0,0,0,0,0,0,0
chap,0,1,0,0,0,0,0,0,0,0,0,0
embittered,1,0,0,0,0,0,0,0,0,0,0,0
Pfohl,0,2,0,0,0,0,0,0,0,0,0,0
Baldrige,0,3,0,0,0,0,0,0,0,0,0,0
85-student,0,0,0,1,0,0,0,0,0,0,0,0
forerunner,0,3,0,0,0,0,0,0,0,0,0,0
accompanies,1,0,0,0,0,0,0,0,0,0,0,0
je,0,0,0,0,0,0,0,0,0,0,1,0
ne,0,0,0,0,0,0,0,0,0,0,1,0
quok,0,0,0,0,0,0,0,0,0,0,1,0
Lanesville,0,1,0,0,0,0,0,0,0,0,0,0
hour's,0,1,0,0,0,0,0,0,0,0,0,0
Extraordinary,0,0,0,1,0,0,0,0,0,0,0,0
half-expressed,0,0,0,1,0,0,0,0,0,0,0,0
Granted,2,0,0,0,0,0,0,0,0,0,0,0
badges,0,1,0,0,0,0,0,0,0,0,0,0
schoolgirlish,0,0,0,1,0,0,0,0,0,0,0,0
titer,0,4,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,2,0,0,0
chirped,1,0,0,0,0,0,0,0,0,0,0,0
dewy-eyed,0,0,0,1,0,0,0,0,0,0,0,0
forks,0,2,0,0,0,0,0,0,0,0,0,0
Kira,0,1,0,0,0,0,0,0,0,0,0,0
cognizance,0,1,0,0,0,0,0,0,0,0,0,0
malicious,0,0,0,1,0,0,0,0,0,0,0,0
cheating,1,0,0,0,0,0,0,0,0,0,0,0
presentable,0,0,0,2,0,0,0,0,0,0,0,0
wide-cut,0,0,0,1,0,0,0,0,0,0,0,0
well-made,0,0,0,2,0,0,0,0,0,0,0,0
Intermediates,0,1,0,0,0,0,0,0,0,0,0,0
missile's,0,1,0,0,0,0,0,0,0,0,0,0
softener,0,1,0,0,0,0,0,0,0,0,0,0
layoffs,0,1,0,0,0,0,0,0,0,0,0,0
disseminated,4,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,2,0,0,0
concerto's,0,1,0,0,0,0,0,0,0,0,0,0
Richter-Haaser,0,1,0,0,0,0,0,0,0,0,0,0
allied,6,0,0,0,0,0,0,0,0,0,0,0
red-rimmed,0,0,0,1,0,0,0,0,0,0,0,0
Vroman,0,1,0,0,0,0,0,0,0,0,0,0
Manzanola,0,1,0,0,0,0,0,0,0,0,0,0
astounded,2,0,0,0,0,0,0,0,0,0,0,0
offended,2,0,0,0,0,0,0,0,0,0,0,0
Vitamins,0,1,0,0,0,0,0,0,0,0,0,0
rubber-like,0,0,0,1,0,0,0,0,0,0,0,0
deformation,0,5,0,0,0,0,0,0,0,0,0,0
Ernie's,0,1,0,0,0,0,0,0,0,0,0,0
Dreiser's,0,1,0,0,0,0,0,0,0,0,0,0
reproaches,1,0,0,0,0,0,0,0,0,0,0,0
off-stage,0,0,0,0,1,0,0,0,0,0,0,0
near-Balkanization,0,1,0,0,0,0,0,0,0,0,0,0
Manningham,0,2,0,0,0,0,0,0,0,0,0,0
Peterhouse,0,2,0,0,0,0,0,0,0,0,0,0
matriculated,2,0,0,0,0,0,0,0,0,0,0,0
brisker,0,0,0,1,0,0,0,0,0,0,0,0
narrowness,0,1,0,0,0,0,0,0,0,0,0,0
healthier,0,0,0,1,0,0,0,0,0,0,0,0
equipping,0,1,0,0,0,0,0,0,0,0,0,0
air-to-surface,0,0,0,1,0,0,0,0,0,0,0,0
boun,0,0,0,0,0,0,0,0,0,0,1,0
onrushing,0,0,0,1,0,0,0,0,0,0,0,0
gunner,0,1,0,0,0,0,0,0,0,0,0,0
nightdress,0,1,0,0,0,0,0,0,0,0,0,0
lifeboats,0,1,0,0,0,0,0,0,0,0,0,0
Petrarchan,0,0,0,1,0,0,0,0,0,0,0,0
autobiographical,0,0,0,3,0,0,0,0,0,0,0,0
Mauldin,0,1,0,0,0,0,0,0,0,0,0,0
psychically,0,0,0,0,2,0,0,0,0,0,0,0
Hoak,0,1,0,0,0,0,0,0,0,0,0,0
jostle,1,0,0,0,0,0,0,0,0,0,0,0
sportswriter,0,2,0,0,0,0,0,0,0,0,0,0
Pegler,0,1,0,0,0,0,0,0,0,0,0,0
armament,0,1,0,0,0,0,0,0,0,0,0,0
bilateral,0,0,0,1,0,0,0,0,0,0,0,0
pterygia,0,1,0,0,0,0,0,0,0,0,0,0
arcus,0,1,0,0,0,0,0,0,0,0,0,0
senilis,0,0,0,1,0,0,0,0,0,0,0,0
edentulous,0,0,0,1,0,0,0,0,0,0,0,0
anachronistically,0,0,0,0,1,0,0,0,0,0,0,0
Janissaries,0,1,0,0,0,0,0,0,0,0,0,0
scribing,1,0,0,0,0,0,0,0,0,0,0,0
3/64'',0,1,0,0,0,0,0,0,0,0,0,0
sideboard,0,1,0,0,0,0,0,0,0,0,0,0
Torino,0,2,0,0,0,0,0,0,0,0,0,0
Vermejo,0,4,0,0,0,0,0,0,0,0,0,0
Angelina,0,3,0,0,0,0,0,0,0,0,0,0
flick,0,1,0,0,0,0,0,0,0,0,0,0
procreative,0,0,0,1,0,0,0,0,0,0,0,0
non-instinctive,0,0,0,1,0,0,0,0,0,0,0,0
implements,0,2,0,0,0,0,0,0,0,0,0,0
juror,0,4,0,0,0,0,0,0,0,0,0,0
accosted,1,0,0,0,0,0,0,0,0,0,0,0
masked,2,0,0,0,0,0,0,0,0,0,0,0
Baltimore's,0,1,0,0,0,0,0,0,0,0,0,0
bulky,0,0,0,4,0,0,0,0,0,0,0,0
spring-training,0,1,0,0,0,0,0,0,0,0,0,0
streamlined,3,0,0,0,0,0,0,0,0,0,0,0
beer-runner,0,1,0,0,0,0,0,0,0,0,0,0
Dionie,0,1,0,0,0,0,0,0,0,0,0,0
"$1,250,000",0,1,0,0,0,0,0,0,0,0,0,0
half-million,0,0,0,1,0,0,0,0,0,0,0,0
fenders,0,1,0,0,0,0,0,0,0,0,0,0
gears,0,1,0,0,0,0,0,0,0,0,0,0
drumlin,0,1,0,0,0,0,0,0,0,0,0,0
1814,0,0,0,0,0,0,0,0,2,0,0,0
Battalion,0,1,0,0,0,0,0,0,0,0,0,0
fractures,0,1,0,0,0,0,0,0,0,0,0,0
bliss,0,4,0,0,0,0,0,0,0,0,0,0
Toscanini,0,1,0,0,0,0,0,0,0,0,0,0
wager,2,0,0,0,0,0,0,0,0,0,0,0
derriere,0,1,0,0,0,0,0,0,0,0,0,0
sifting,0,1,0,0,0,0,0,0,0,0,0,0
doin',1,0,0,0,0,0,0,0,0,0,0,0
half-city,0,1,0,0,0,0,0,0,0,0,0,0
gloved,1,0,0,0,0,0,0,0,0,0,0,0
cowering,1,0,0,0,0,0,0,0,0,0,0,0
septic,0,0,0,1,0,0,0,0,0,0,0,0
underline,2,0,0,0,0,0,0,0,0,0,0,0
high-voltage,0,1,0,0,0,0,0,0,0,0,0,0
boggled,1,0,0,0,0,0,0,0,0,0,0,0
Fran's,0,1,0,0,0,0,0,0,0,0,0,0
Baccarat,0,1,0,0,0,0,0,0,0,0,0,0
Steuben,0,2,0,0,0,0,0,0,0,0,0,0
dollar-sign,0,1,0,0,0,0,0,0,0,0,0,0
uneasily,0,0,0,0,1,0,0,0,0,0,0,0
compatriot,0,1,0,0,0,0,0,0,0,0,0,0
Burleson,0,1,0,0,0,0,0,0,0,0,0,0
avocation,0,1,0,0,0,0,0,0,0,0,0,0
heartbeat,0,3,0,0,0,0,0,0,0,0,0,0
fowl,0,1,0,0,0,0,0,0,0,0,0,0
Encouraging,2,0,0,0,0,0,0,0,0,0,0,0
Acourse,0,0,0,0,1,0,0,0,0,0,0,0
Denny's,0,1,0,0,0,0,0,0,0,0,0,0
Jackie's,0,1,0,0,0,0,0,0,0,0,0,0
kinda,0,0,0,0,2,0,0,0,0,0,0,0
worryin',1,0,0,0,0,0,0,0,0,0,0,0
ossify,1,0,0,0,0,0,0,0,0,0,0,0
erythroid,0,0,0,1,0,0,0,0,0,0,0,0
myeloid,0,0,0,1,0,0,0,0,0,0,0,0
megakaryocytic,0,0,0,1,0,0,0,0,0,0,0,0
analyzes,2,0,0,0,0,0,0,0,0,0,0,0
Increasing,3,0,0,0,0,0,0,0,0,0,0,0
tempo,0,2,0,0,0,0,0,0,0,0,0,0
specification,0,2,0,0,0,0,0,0,0,0,0,0
warred,1,0,0,0,0,0,0,0,0,0,0,0
Liston,0,3,0,0,0,0,0,0,0,0,0,0
Traveler,0,1,0,0,0,0,0,0,0,0,0,0
Prudence,0,1,0,0,0,0,0,0,0,0,0,0
Calamity,0,1,0,0,0,0,0,0,0,0,0,0
snow-white,0,0,0,1,0,0,0,0,0,0,0,0
Flood,0,1,0,0,0,0,0,0,0,0,0,0
Critically,0,0,0,0,1,0,0,0,0,0,0,0
X-rays,0,2,0,0,0,0,0,0,0,0,0,0
delinquency,0,1,0,0,0,0,0,0,0,0,0,0
Explain,1,0,0,0,0,0,0,0,0,0,0,0
subject's,0,1,0,0,0,0,0,0,0,0,0,0
deviant,0,0,0,3,0,0,0,0,0,0,0,0
unblushing,0,0,0,1,0,0,0,0,0,0,0,0
multi-millionaire,0,1,0,0,0,0,0,0,0,0,0,0
Osric,0,1,0,0,0,0,0,0,0,0,0,0
tramp,0,1,0,0,0,0,0,0,0,0,0,0
Agriculture's,0,1,0,0,0,0,0,0,0,0,0,0
Yearbook,0,1,0,0,0,0,0,0,0,0,0,0
Bohart,0,1,0,0,0,0,0,0,0,0,0,0
nesting,1,0,0,0,0,0,0,0,0,0,0,0
alcoholic,0,0,0,3,0,0,0,0,0,0,0,0
protestations,0,2,0,0,0,0,0,0,0,0,0,0
abstinence,0,1,0,0,0,0,0,0,0,0,0,0
regents,0,2,0,0,0,0,0,0,0,0,0,0
Madden's,0,2,0,0,0,0,0,0,0,0,0,0
meditative,0,0,0,1,0,0,0,0,0,0,0,0
leafiest,0,0,0,1,0,0,0,0,0,0,0,0
Justices,0,1,0,0,0,0,0,0,0,0,0,0
dissented,1,0,0,0,0,0,0,0,0,0,0,0
high-protein,0,1,0,0,0,0,0,0,0,0,0,0
norethandrolone,0,1,0,0,0,0,0,0,0,0,0,0
skeletal,0,0,0,1,0,0,0,0,0,0,0,0
son-of-a-bitch,0,1,0,0,0,0,0,0,0,0,0,0
sabotage,0,3,0,0,0,0,0,0,0,0,0,0
hotel-motel,0,1,0,0,0,0,0,0,0,0,0,0
Jars,0,1,0,0,0,0,0,0,0,0,0,0
mooed,1,0,0,0,0,0,0,0,0,0,0,0
waded,2,0,0,0,0,0,0,0,0,0,0,0
handfuls,0,1,0,0,0,0,0,0,0,0,0,0
old-timers,0,1,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,2,0,0,0
5-6,0,0,0,0,0,0,0,0,1,0,0,0
comprehended,1,0,0,0,0,0,0,0,0,0,0,0
insults,0,3,0,0,0,0,0,0,0,0,0,0
187-mile,0,0,0,1,0,0,0,0,0,0,0,0
straps,0,1,0,0,0,0,0,0,0,0,0,0
shouders,0,1,0,0,0,0,0,0,0,0,0,0
wheeling,1,0,0,0,0,0,0,0,0,0,0,0
saddles,0,2,0,0,0,0,0,0,0,0,0,0
Hawkinses,0,1,0,0,0,0,0,0,0,0,0,0
Removal,0,1,0,0,0,0,0,0,0,0,0,0
tasting,2,0,0,0,0,0,0,0,0,0,0,0
shack,0,1,0,0,0,0,0,0,0,0,0,0
Jubal's,0,2,0,0,0,0,0,0,0,0,0,0
grandma,0,1,0,0,0,0,0,0,0,0,0,0
Plot,0,1,0,0,0,0,0,0,0,0,0,0
blowup,0,1,0,0,0,0,0,0,0,0,0,0
crossover,0,1,0,0,0,0,0,0,0,0,0,0
toilsome,0,0,0,1,0,0,0,0,0,0,0,0
clattery,0,0,0,1,0,0,0,0,0,0,0,0
mops,0,1,0,0,0,0,0,0,0,0,0,0
Watercolor,0,3,0,0,0,0,0,0,0,0,0,0
fittest,0,0,0,2,0,0,0,0,0,0,0,0
shillings,0,1,0,0,0,0,0,0,0,0,0,0
Masonry,0,1,0,0,0,0,0,0,0,0,0,0
Cement,0,1,0,0,0,0,0,0,0,0,0,0
Nagasaki,0,1,0,0,0,0,0,0,0,0,0,0
byproduct,0,2,0,0,0,0,0,0,0,0,0,0
cornerstone,0,1,0,0,0,0,0,0,0,0,0,0
Sharpe's,0,3,0,0,0,0,0,0,0,0,0,0
superceded,1,0,0,0,0,0,0,0,0,0,0,0
Springfield's,0,0,0,0,0,0,0,0,0,1,0,0
researcher,0,1,0,0,0,0,0,0,0,0,0,0
Slash-B,0,1,0,0,0,0,0,0,0,0,0,0
Hondo,0,1,0,0,0,0,0,0,0,0,0,0
ravages,0,2,0,0,0,0,0,0,0,0,0,0
longstanding,0,0,0,3,0,0,0,0,0,0,0,0
tell-tale,0,0,0,2,0,0,0,0,0,0,0,0
drinkers,0,2,0,0,0,0,0,0,0,0,0,0
advertisers,0,3,0,0,0,0,0,0,0,0,0,0
pantheon,0,2,0,0,0,0,0,0,0,0,0,0
Tommy's,0,1,0,0,0,0,0,0,0,0,0,0
Avant-garde,0,1,0,0,0,0,0,0,0,0,0,0
choreographers,0,2,0,0,0,0,0,0,0,0,0,0
abounds,1,0,0,0,0,0,0,0,0,0,0,0
meaningfully,0,0,0,0,1,0,0,0,0,0,0,0
indigenous,0,0,0,1,0,0,0,0,0,0,0,0
Volksgeist,0,0,0,0,0,0,0,0,0,0,1,0
statesmanship,0,1,0,0,0,0,0,0,0,0,0,0
imbedded,3,0,0,0,0,0,0,0,0,0,0,0
Zero,0,1,0,0,0,0,0,0,0,0,0,0
jakes,0,1,0,0,0,0,0,0,0,0,0,0
stowed,1,0,0,0,0,0,0,0,0,0,0,0
Herford,0,2,0,0,0,0,0,0,0,0,0,0
leaping,2,0,0,0,0,0,0,0,0,0,0,0
mistrusted,2,0,0,0,0,0,0,0,0,0,0,0
Shops,0,1,0,0,0,0,0,0,0,0,0,0
Scandinavians,0,1,0,0,0,0,0,0,0,0,0,0
steam-baths,0,1,0,0,0,0,0,0,0,0,0,0
2:01.3,0,0,0,0,0,0,0,0,1,0,0,0
Demon,0,4,0,0,0,0,0,0,0,0,0,0
Abbe,0,1,0,0,0,0,0,0,0,0,0,0
2:02,0,0,0,0,0,0,0,0,1,0,0,0
Dundeen,0,1,0,0,0,0,0,0,0,0,0,0
Claudia's,0,1,0,0,0,0,0,0,0,0,0,0
2:06.3,0,0,0,0,0,0,0,0,1,0,0,0
2:02.2,0,0,0,0,0,0,0,0,1,0,0,0
Winthrop,0,3,0,0,0,0,0,0,0,0,0,0
wedge-shaped,0,0,0,1,0,0,0,0,0,0,0,0
confer,1,0,0,0,0,0,0,0,0,0,0,0
N.Y.U.,0,1,0,0,0,0,0,0,0,0,0,0
10.3-cm,0,1,0,0,0,0,0,0,0,0,0,0
84-foot,0,1,0,0,0,0,0,0,0,0,0,0
N.C.'s,0,1,0,0,0,0,0,0,0,0,0,0
blackmail,0,2,0,0,0,0,0,0,0,0,0,0
husband-stealer,0,1,0,0,0,0,0,0,0,0,0,0
simulate,2,0,0,0,0,0,0,0,0,0,0,0
brim,0,3,0,0,0,0,0,0,0,0,0,0
casualties,0,1,0,0,0,0,0,0,0,0,0,0
"22,807",0,0,0,0,0,0,0,0,1,0,0,0
"37,081",0,0,0,0,0,0,0,0,1,0,0,0
empiricism,0,2,0,0,0,0,0,0,0,0,0,0
Ratified,1,0,0,0,0,0,0,0,0,0,0,0
Positive,0,0,0,2,0,0,0,0,0,0,0,0
disaffiliated,0,0,0,1,0,0,0,0,0,0,0,0
disordered,2,0,0,0,0,0,0,0,0,0,0,0
celebrity,0,2,0,0,0,0,0,0,0,0,0,0
eats,1,0,0,0,0,0,0,0,0,0,0,0
celerity,0,1,0,0,0,0,0,0,0,0,0,0
farmlands,0,1,0,0,0,0,0,0,0,0,0,0
perspiration,0,1,0,0,0,0,0,0,0,0,0,0
authorship,0,1,0,0,0,0,0,0,0,0,0,0
sterilizing,2,0,0,0,0,0,0,0,0,0,0,0
uptown,0,0,0,1,0,0,0,0,0,0,0,0
maniac,0,1,0,0,0,0,0,0,0,0,0,0
overeager,0,0,0,1,0,0,0,0,0,0,0,0
Mts.,0,1,0,0,0,0,0,0,0,0,0,0
styling,0,1,0,0,0,0,0,0,0,0,0,0
door-fronted,0,0,0,1,0,0,0,0,0,0,0,0
dressers,0,1,0,0,0,0,0,0,0,0,0,0
acacia,0,3,0,0,0,0,0,0,0,0,0,0
Dutton,0,2,0,0,0,0,0,0,0,0,0,0
replacing,3,0,0,0,0,0,0,0,0,0,0,0
freeze,3,0,0,0,0,0,0,0,0,0,0,0
Burnham's,0,1,0,0,0,0,0,0,0,0,0,0
purification,0,1,0,0,0,0,0,0,0,0,0,0
prechlorination,0,1,0,0,0,0,0,0,0,0,0,0
Confidence,0,1,0,0,0,0,0,0,0,0,0,0
Sibylla's,0,1,0,0,0,0,0,0,0,0,0,0
suitors,0,2,0,0,0,0,0,0,0,0,0,0
Unanimity,0,1,0,0,0,0,0,0,0,0,0,0
rutted,1,0,0,0,0,0,0,0,0,0,0,0
unifies,2,0,0,0,0,0,0,0,0,0,0,0
socializes,1,0,0,0,0,0,0,0,0,0,0,0
distort,2,0,0,0,0,0,0,0,0,0,0,0
surrealism,0,1,0,0,0,0,0,0,0,0,0,0
incongruous,0,0,0,1,0,0,0,0,0,0,0,0
Cox,0,1,0,0,0,0,0,0,0,0,0,0
obesity,0,3,0,0,0,0,0,0,0,0,0,0
in-fighting,0,1,0,0,0,0,0,0,0,0,0,0
squabbles,0,2,0,0,0,0,0,0,0,0,0,0
secretaries',0,1,0,0,0,0,0,0,0,0,0,0
Spoilage,0,1,0,0,0,0,0,0,0,0,0,0
rancidity,0,1,0,0,0,0,0,0,0,0,0,0
bebop,0,1,0,0,0,0,0,0,0,0,0,0
Dizzy,0,1,0,0,0,0,0,0,0,0,0,0
Lennie,0,1,0,0,0,0,0,0,0,0,0,0
treasured,1,0,0,0,0,0,0,0,0,0,0,0
Tolek,0,1,0,0,0,0,0,0,0,0,0,0
Alterman,0,1,0,0,0,0,0,0,0,0,0,0
irrigating,1,0,0,0,0,0,0,0,0,0,0,0
Background,0,1,0,0,0,0,0,0,0,0,0,0
Rudy,0,3,0,0,0,0,0,0,0,0,0,0
Vallee,0,1,0,0,0,0,0,0,0,0,0,0
hateful,0,0,0,1,0,0,0,0,0,0,0,0
oversubscribed,2,0,0,0,0,0,0,0,0,0,0,0
iodotyrosines,0,1,0,0,0,0,0,0,0,0,0,0
re-incorporated,1,0,0,0,0,0,0,0,0,0,0,0
re-emphasise,1,0,0,0,0,0,0,0,0,0,0,0
re-introduction,0,1,0,0,0,0,0,0,0,0,0,0
Selective,0,0,0,2,0,0,0,0,0,0,0,0
urban-fringe,0,1,0,0,0,0,0,0,0,0,0,0
Eligibility,0,1,0,0,0,0,0,0,0,0,0,0
wreathed,1,0,0,0,0,0,0,0,0,0,0,0
luminescence,0,1,0,0,0,0,0,0,0,0,0,0
corduroy,0,1,0,0,0,0,0,0,0,0,0,0
sonorities,0,1,0,0,0,0,0,0,0,0,0,0
surprises,0,1,0,0,0,0,0,0,0,0,0,0
Angola,0,2,0,0,0,0,0,0,0,0,0,0
Soybeans,0,1,0,0,0,0,0,0,0,0,0,0
Orient,0,2,0,0,0,0,0,0,0,0,0,0
hit-and-miss,0,0,0,1,0,0,0,0,0,0,0,0
five-seventeen,0,0,0,0,0,0,0,0,1,0,0,0
Dale,0,5,0,0,0,0,0,0,0,0,0,0
planoconcave,0,0,0,1,0,0,0,0,0,0,0,0
intelligently,0,0,0,0,3,0,0,0,0,0,0,0
geometrical,0,0,0,1,0,0,0,0,0,0,0,0
Gloomy,0,0,0,1,0,0,0,0,0,0,0,0
unkempt,0,0,0,1,0,0,0,0,0,0,0,0
gooey,0,0,0,1,0,0,0,0,0,0,0,0
eighty-one,0,0,0,0,0,0,0,0,1,0,0,0
evocations,0,1,0,0,0,0,0,0,0,0,0,0
lashings,0,1,0,0,0,0,0,0,0,0,0,0
crushers,0,1,0,0,0,0,0,0,0,0,0,0
twitching,2,0,0,0,0,0,0,0,0,0,0,0
horsedom,0,1,0,0,0,0,0,0,0,0,0,0
harnessed,1,0,0,0,0,0,0,0,0,0,0,0
Abyssinians,0,1,0,0,0,0,0,0,0,0,0,0
litters,0,2,0,0,0,0,0,0,0,0,0,0
kittens,0,4,0,0,0,0,0,0,0,0,0,0
winos,0,1,0,0,0,0,0,0,0,0,0,0
autopsy,1,2,0,0,0,0,0,0,0,0,0,0
posthumous,0,0,0,2,0,0,0,0,0,0,0,0
hooch,0,1,0,0,0,0,0,0,0,0,0,0
drier,0,1,0,1,0,0,0,0,0,0,0,0
highlights,0,1,0,0,0,0,0,0,0,0,0,0
garishness,0,1,0,0,0,0,0,0,0,0,0,0
Putas,0,0,0,0,0,0,0,0,0,0,1,0
Buenas,0,0,0,0,0,0,0,0,0,0,1,0
knife-men,0,1,0,0,0,0,0,0,0,0,0,0
malice,0,1,0,0,0,0,0,0,0,0,0,0
aforethought,0,0,0,0,1,0,0,0,0,0,0,0
luscious,0,0,0,1,0,0,0,0,0,0,0,0
claustrophobia,0,1,0,0,0,0,0,0,0,0,0,0
unstained,0,0,0,1,0,0,0,0,0,0,0,0
transversely,0,0,0,0,1,0,0,0,0,0,0,0
Stavropoulos,0,2,0,0,0,0,0,0,0,0,0,0
Seynes,0,1,0,0,0,0,0,0,0,0,0,0
